Date,Open,High,Low,Close,Volume
2024-06-14 12:00:00,2322.72,2336.59,2320.97,2330.0,20337
2024-06-14 16:00:00,2329.15,2335.6,2324.1,2334.19,17344
2024-06-14 20:00:00,2334.17,2335.34,2331.0,2332.32,6174
2024-07-01 00:00:00,2323.21,2328.47,2322.17,2327.9,9260
2024-07-01 04:00:00,2327.84,2327.84,2318.5,2321.88,10131
2024-07-01 08:00:00,2321.86,2329.49,2321.33,2327.47,15129
2024-07-01 12:00:00,2327.52,2338.53,2325.51,2328.66,17334
2024-07-01 16:00:00,2331.01,2334.23,2319.31,2329.27,17553
2024-07-01 20:00:00,2329.28,2332.44,2327.01,2331.72,5817
2024-07-02 00:00:00,2331.46,2334.22,2331.12,2334.02,6183
2024-07-02 04:00:00,2334.11,2334.32,2324.89,2329.94,9203
2024-07-02 08:00:00,2330.18,2332.45,2323.36,2331.32,11903
2024-07-03 00:00:00,2329.8,2332.18,2328.49,2329.12,6158
2024-07-03 04:00:00,2329.16,2335.8,2326.82,2333.3,9202
2024-07-03 08:00:00,2333.35,2347.58,2332.99,2346.29,15319
2024-07-03 12:00:00,2346.28,2358.7,2342.47,2355.2,18347
2024-07-03 16:00:00,2357.19,2364.92,2353.89,2356.48,17554
2024-07-03 20:00:00,2356.37,2357.97,2353.67,2355.92,3489
2024-07-04 00:00:00,2355.7,2362.52,2355.26,2361.99,6519
2024-07-04 04:00:00,2361.96,2362.28,2355.54,2356.88,8966
2024-07-04 08:00:00,2356.79,2359.64,2350.64,2357.76,10748
2024-07-04 12:00:00,2357.76,2360.43,2356.41,2359.76,9607
2024-07-04 16:00:00,2359.76,2361.87,2355.44,2356.22,8620
2024-07-04 20:00:00,2356.21,2357.17,2356.1,2356.1,337
2024-07-05 00:00:00,2356.84,2360.29,2354.2,2358.44,7940
2024-07-05 04:00:00,2358.42,2365.02,2358.13,2364.75,10805
2024-07-05 08:00:00,2364.78,2368.02,2362.01,2362.39,13944
2024-07-05 12:00:00,2362.03,2385.16,2352.3,2383.21,18551
2024-07-05 16:00:00,2383.15,2389.93,2374.53,2385.8,19132
2024-07-05 20:00:00,2385.8,2392.91,2385.16,2390.97,7764
2024-07-08 00:00:00,2389.67,2391.13,2384.25,2386.5,9714
2024-07-08 04:00:00,2386.45,2387.2,2380.79,2382.86,10977
2024-07-08 08:00:00,2382.87,2384.25,2368.33,2370.19,15565
2024-07-08 12:00:00,2369.72,2377.54,2369.72,2375.58,16068
2024-07-08 16:00:00,2375.31,2379.56,2351.14,2357.22,16888
2024-07-08 20:00:00,2357.12,2359.84,2354.89,2358.47,5657
2024-07-09 00:00:00,2358.82,2365.3,2358.77,2363.43,8210
2024-07-09 04:00:00,2363.33,2368.77,2360.5,2364.57,11590
2024-07-09 08:00:00,2364.62,2365.5,2358.26,2364.32,13397
2024-07-09 12:00:00,2364.34,2368.47,2356.14,2367.75,16228
2024-07-09 16:00:00,2366.92,2371.33,2349.29,2361.89,18999
2024-07-09 20:00:00,2361.87,2365.56,2361.12,2363.74,5874
2024-07-10 00:00:00,2362.5,2369.87,2362.19,2368.25,7737
2024-07-10 04:00:00,2368.25,2370.33,2366.47,2368.4,11202
2024-07-10 08:00:00,2368.5,2374.96,2367.18,2371.95,12773
2024-07-10 12:00:00,2371.95,2386.61,2371.75,2383.16,14613
2024-07-10 16:00:00,2383.18,2385.16,2370.47,2373.04,16183
2024-07-10 20:00:00,2372.95,2373.56,2369.85,2371.5,5605
2024-07-11 00:00:00,2370.75,2376.28,2370.44,2375.86,6958
2024-07-11 04:00:00,2375.89,2383.01,2374.41,2382.57,10152
2024-07-11 08:00:00,2382.54,2384.6,2378.49,2384.04,13692
2024-07-11 12:00:00,2384.04,2412.98,2379.05,2406.63,18423
2024-07-11 16:00:00,2406.65,2424.54,2404.35,2413.69,19870
2024-07-11 20:00:00,2413.68,2418.67,2412.96,2414.3,6805
2024-07-12 00:00:00,2413.01,2416.23,2407.03,2407.82,11961
2024-07-12 04:00:00,2408.08,2410.93,2405.42,2408.06,11728
2024-07-12 08:00:00,2408.04,2408.32,2400.35,2404.95,16075
2024-07-12 12:00:00,2404.9,2405.68,2391.44,2403.28,18831
2024-07-12 16:00:00,2404.8,2418.17,2403.97,2417.85,16772
2024-07-12 20:00:00,2417.88,2417.99,2411.22,2411.48,5908
2024-08-01 00:00:00,2447.59,2458.34,2444.22,2451.4,13025
2024-08-01 04:00:00,2451.29,2451.45,2437.4,2446.99,18263
2024-08-01 08:00:00,2446.86,2448.84,2430.22,2433.0,20371
2024-08-01 12:00:00,2433.01,2457.38,2432.01,2453.28,20782
2024-08-01 16:00:00,2456.56,2462.21,2435.8,2439.38,22470
2024-08-01 20:00:00,2439.32,2446.5,2434.96,2446.32,10267
2024-08-02 00:00:00,2447.16,2452.31,2434.69,2447.14,13841
2024-08-02 04:00:00,2447.15,2466.87,2446.8,2466.64,17356
2024-08-02 08:00:00,2466.75,2468.43,2460.22,2463.94,18790
2024-08-02 12:00:00,2463.94,2477.59,2455.75,2469.74,20884
2024-08-02 16:00:00,2469.96,2474.38,2410.95,2427.75,23346
2024-08-02 20:00:00,2427.75,2442.68,2425.68,2442.44,7781
2024-08-04 20:00:00,2445.0,2447.6,2437.81,2441.22,5229
2024-08-05 00:00:00,2441.23,2446.07,2413.83,2442.7,45181
2024-08-05 04:00:00,2442.69,2458.79,2422.07,2428.45,47381
2024-08-05 08:00:00,2428.44,2445.42,2407.97,2408.51,49800
2024-08-05 12:00:00,2408.3,2408.3,2364.23,2396.49,71380
2024-08-05 16:00:00,2396.51,2412.03,2396.47,2404.85,56328
2024-08-05 20:00:00,2404.84,2413.02,2404.54,2408.75,19350
2024-08-06 00:00:00,2408.82,2418.22,2404.26,2407.33,44404
2024-08-06 04:00:00,2407.35,2412.55,2394.77,2401.53,47410
2024-08-06 08:00:00,2401.51,2416.22,2401.31,2412.3,47880
2024-08-06 12:00:00,2412.31,2415.22,2386.24,2388.26,66230
2024-08-06 16:00:00,2388.23,2395.87,2381.64,2392.76,48629
2024-08-06 20:00:00,2392.71,2392.95,2386.34,2388.46,18183
2024-08-07 00:00:00,2388.53,2389.62,2378.76,2383.93,39755
2024-08-07 04:00:00,2384.05,2397.49,2383.05,2394.67,40178
2024-08-07 08:00:00,2394.71,2398.06,2387.96,2397.38,41396
2024-08-07 12:00:00,2397.35,2406.98,2394.25,2399.02,53244
2024-08-07 16:00:00,2398.92,2401.77,2383.74,2386.09,45140
2024-08-07 20:00:00,2386.1,2390.4,2380.9,2383.63,16133
2024-08-08 00:00:00,2383.67,2391.24,2382.64,2390.36,29731
2024-08-08 04:00:00,2390.35,2400.67,2388.62,2397.68,26987
2024-08-08 08:00:00,2397.63,2406.32,2392.8,2405.2,26689
2024-08-08 12:00:00,2405.0,2424.25,2402.26,2413.63,50828
2024-08-08 16:00:00,2413.76,2426.26,2411.86,2423.9,34079
2024-08-08 20:00:00,2423.87,2427.98,2421.51,2425.64,13483
2024-08-09 00:00:00,2425.62,2428.85,2420.05,2422.31,23334
2024-08-09 04:00:00,2422.41,2424.42,2416.71,2420.66,23507
2024-08-09 08:00:00,2420.63,2431.42,2420.25,2430.38,22367
2024-08-09 12:00:00,2430.47,2435.9,2421.01,2428.66,42449
2024-08-09 16:00:00,2428.46,2436.95,2426.44,2429.74,31088
2024-08-09 20:00:00,2429.75,2431.08,2427.3,2430.87,10591
